record_date,security_type_desc_df2,security_desc,avg_interest_rate_amt,record_fiscal_year_df2,record_fiscal_quarter_df2,record_calendar_year_df2,record_calendar_quarter_df2,record_calendar_month_df2,record_calendar_day_df2,debt_held_public_mil_amt,intragov_hold_mil_amt,total_mil_amt
2006-08-31,Non-marketable,Government Account Series,5.221,2006,4,2006,3,8,31,78223.85284763,3610986.55518075,3689210.54302838
2006-09-30,Marketable,Treasury Bills,5.069,2006,4,2006,3,9,30,908473.607,3056.966,911530.573
2006-09-30,Marketable,Treasury Notes,4.181,2006,4,2006,3,9,30,2445307.0616,1853.099,2447160.1606
2006-09-30,Marketable,Treasury Bonds,7.652,2006,4,2006,3,9,30,534473.3133,236.571,534709.8843
2006-09-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.624,2006,4,2006,3,9,30,395549.62543329,88.65571686,395638.28115015
2006-09-30,Marketable,Federal Financing Bank,4.652,2006,4,2006,3,9,30,0.0,14000.0,14000.0
2006-09-30,Non-marketable,Foreign Series,8.057,2006,4,2006,3,9,30,2985.64859,0.0,2985.64859
2006-09-30,Non-marketable,State and Local Government Series,4.151,2006,4,2006,3,9,30,238834.8632556,0.0,238834.8632556
2006-09-30,Non-marketable,United States Savings Securities,5.798,2006,4,2006,3,9,30,203656.32172434,0.0,203656.32172434
2006-09-30,Non-marketable,Government Account Series,5.206,2006,4,2006,3,9,30,78129.30373681,3644618.05132267,3722746.58705948
2006-09-30,Non-marketable,Domestic Series,7.94,2006,4,2006,3,9,30,29995.18,0.0,29995.18
2006-10-31,Marketable,Treasury Bills,5.09,2007,1,2006,4,10,31,926025.347,3491.223,929516.57
2006-10-31,Marketable,Treasury Notes,4.197,2007,1,2006,4,10,31,2442788.6346,1596.472,2444385.1066
2006-10-31,Marketable,Treasury Bonds,7.652,2007,1,2006,4,10,31,534471.66025,237.451,534709.11125
2006-10-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.62,2007,1,2006,4,10,31,415276.77861188,81.930722,415358.70933388
2006-10-31,Marketable,Federal Financing Bank,4.652,2007,1,2006,4,10,31,0.0,14000.0,14000.0
2006-10-31,Non-marketable,Domestic Series,7.94,2007,1,2006,4,10,31,29995.18,0.0,29995.18
2006-10-31,Non-marketable,Foreign Series,8.058,2007,1,2006,4,10,31,2985.64859,0.0,2985.64859
2006-10-31,Non-marketable,State and Local Government Series,4.166,2007,1,2006,4,10,31,241727.7239193,0.0,241727.7239193
2006-10-31,Non-marketable,United States Savings Securities,5.795,2007,1,2006,4,10,31,203210.43703613,0.0,203210.43703613
2006-10-31,Non-marketable,Government Account Series,5.21,2007,1,2006,4,10,31,78434.10579828,3684311.09617722,3762745.2019755
2006-11-30,Marketable,Treasury Bills,5.126,2007,1,2006,4,11,30,985399.313,3636.909,989036.222
2006-11-30,Marketable,Treasury Notes,4.249,2007,1,2006,4,11,30,2432207.0476,1655.127,2433862.1746
2006-11-30,Marketable,Treasury Bonds,7.602,2007,1,2006,4,11,30,530439.17415,255.196,530694.37015
2006-11-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.62,2007,1,2006,4,11,30,413308.83618072,109.5138218,413418.35000252
2006-11-30,Marketable,Federal Financing Bank,4.652,2007,1,2006,4,11,30,0.0,14000.0,14000.0
2006-11-30,Non-marketable,Domestic Series,7.94,2007,1,2006,4,11,30,29995.18,0.0,29995.18
2006-11-30,Non-marketable,Foreign Series,8.056,2007,1,2006,4,11,30,2985.64859,0.0,2985.64859
2006-11-30,Non-marketable,State and Local Government Series,4.171,2007,1,2006,4,11,30,247793.97786786,0.0,247793.97786786
2006-11-30,Non-marketable,United States Savings Securities,5.793,2007,1,2006,4,11,30,202800.08906918,0.0,202800.08906918
2006-11-30,Non-marketable,Government Account Series,5.198,2007,1,2006,4,11,30,78939.83596205,3684021.71150862,3762961.54747067
2006-12-31,Marketable,Treasury Bills,5.085,2007,1,2006,4,12,31,940771.751,3451.778,944223.529
2006-12-31,Marketable,Treasury Notes,4.265,2007,1,2006,4,12,31,2440465.6716,1394.306,2441859.9776
2006-12-31,Marketable,Treasury Bonds,7.602,2007,1,2006,4,12,31,530547.63015,134.403,530682.03315
2006-12-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.62,2007,1,2006,4,12,31,411075.40920112,117.453,411192.86220112
2006-12-31,Marketable,Federal Financing Bank,4.652,2007,1,2006,4,12,31,0.0,14000.0,14000.0
2006-12-31,Non-marketable,Domestic Series,7.94,2007,1,2006,4,12,31,29995.18,0.0,29995.18
2006-12-31,Non-marketable,Foreign Series,8.058,2007,1,2006,4,12,31,2985.64859,0.0,2985.64859
2006-12-31,Non-marketable,State and Local Government Series,4.191,2007,1,2006,4,12,31,257633.58597,0.0,257633.58597
2006-12-31,Non-marketable,United States Savings Securities,5.746,2007,1,2006,4,12,31,202433.30566593,0.0,202433.30566593
2006-12-31,Non-marketable,Government Account Series,5.185,2007,1,2006,4,12,31,79269.42845509,3760079.55492057,3839347.98337566
2007-01-31,Marketable,Treasury Notes,4.295,2007,2,2007,1,1,31,2458553.4656,1186.62,2459740.0856
2007-01-31,Marketable,Treasury Bonds,7.602,2007,2,2007,1,1,31,530550.09065,125.73,530675.82065
2007-01-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.571,2007,2,2007,1,1,31,410831.83015167,118.796,410950.62615167
2007-01-31,Marketable,Federal Financing Bank,4.652,2007,2,2007,1,1,31,0.0,14000.0,14000.0
2007-01-31,Non-marketable,Domestic Series,7.94,2007,2,2007,1,1,31,29995.18,0.0,29995.18
2007-01-31,Non-marketable,Foreign Series,8.061,2007,2,2007,1,1,31,2985.64859,0.0,2985.64859
2007-01-31,Non-marketable,State and Local Government Series,4.206,2007,2,2007,1,1,31,266119.39926129,0.0,266119.39926129
2007-01-31,Non-marketable,United States Savings Securities,5.743,2007,2,2007,1,1,31,201358.30814512,0.0,201358.30814512
2007-01-31,Non-marketable,Government Account Series,5.186,2007,2,2007,1,1,31,79490.83233831,3774310.72877793,3853801.56111624
2007-01-31,Marketable,Treasury Bills,5.088,2007,2,2007,1,1,31,928216.93,3858.44,932075.37
2007-02-28,Marketable,Treasury Bills,5.109,2007,2,2007,1,2,28,977622.759,4466.03,982088.789
2007-02-28,Marketable,Treasury Notes,4.328,2007,2,2007,1,2,28,2459427.7436,1063.0,2460490.7436
2007-02-28,Marketable,Treasury Bonds,7.551,2007,2,2007,1,2,28,540363.10415,133.845,540496.94915
2007-02-28,Marketable,Treasury Inflation-Protected Securities (TIPS),2.571,2007,2,2007,1,2,28,411342.83966596,142.0,411484.83966596
2007-02-28,Marketable,Federal Financing Bank,4.652,2007,2,2007,1,2,28,0.0,14000.0,14000.0
2007-02-28,Non-marketable,Domestic Series,7.941,2007,2,2007,1,2,28,29995.18,0.0,29995.18
2007-02-28,Non-marketable,Foreign Series,8.058,2007,2,2007,1,2,28,2985.64859,0.0,2985.64859
2007-02-28,Non-marketable,State and Local Government Series,4.22,2007,2,2007,1,2,28,270455.59907582,0.0,270455.59907582
2007-02-28,Non-marketable,United States Savings Securities,5.741,2007,2,2007,1,2,28,200890.8475727,0.0,200890.8475727
2007-02-28,Non-marketable,Government Account Series,5.19,2007,2,2007,1,2,28,80160.63261172,3779195.70024067,3859356.33285239
2007-03-31,Marketable,Treasury Bills,5.135,2007,2,2007,1,3,31,1029109.405,3986.634,1033096.039
2007-03-31,Marketable,Treasury Notes,4.335,2007,2,2007,1,3,31,2467392.8706,1097.311,2468490.1816
2007-03-31,Marketable,Treasury Bonds,7.551,2007,2,2007,1,3,31,540372.12815,122.929,540495.05715
2007-03-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.571,2007,2,2007,1,3,31,412515.21017375,190.323635,412705.53380875
2007-03-31,Marketable,Federal Financing Bank,4.652,2007,2,2007,1,3,31,0.0,14000.0,14000.0
2007-03-31,Non-marketable,Domestic Series,7.941,2007,2,2007,1,3,31,29995.18,0.0,29995.18
2007-03-31,Non-marketable,Foreign Series,7.131,2007,2,2007,1,3,31,3485.64859,0.0,3485.64859
2007-03-31,Non-marketable,State and Local Government Series,4.247,2007,2,2007,1,3,31,281927.88509187,0.0,281927.88509187
2007-03-31,Non-marketable,United States Savings Securities,5.739,2007,2,2007,1,3,31,200334.5905311,0.0,200334.5905311
2007-03-31,Non-marketable,Government Account Series,5.185,2007,2,2007,1,3,31,82919.78728362,3776328.13024347,3859247.94552709
2007-04-30,Marketable,Treasury Bills,5.106,2007,3,2007,2,4,30,940888.479,3198.391,944086.87
2007-04-30,Marketable,Treasury Notes,4.351,2007,3,2007,2,4,30,2481730.3186,989.546,2482719.8646
2007-04-30,Marketable,Treasury Bonds,7.551,2007,3,2007,2,4,30,540398.12915,96.018,540494.14715
2007-04-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.555,2007,3,2007,2,4,30,430931.0960224,153.44190776,431083.53793016
2007-04-30,Marketable,Federal Financing Bank,4.652,2007,3,2007,2,4,30,0.0,14000.0,14000.0
2007-04-30,Non-marketable,Domestic Series,7.941,2007,3,2007,2,4,30,29995.18,0.0,29995.18
2007-04-30,Non-marketable,Foreign Series,7.135,2007,3,2007,2,4,30,3485.64859,0.0,3485.64859
2007-04-30,Non-marketable,State and Local Government Series,4.259,2007,3,2007,2,4,30,291249.5259709,0.0,291249.5259709
2007-04-30,Non-marketable,United States Savings Securities,5.737,2007,3,2007,2,4,30,199784.44101685,0.0,199784.44101685
2007-04-30,Non-marketable,Government Account Series,5.182,2007,3,2007,2,4,30,82624.10546202,3814673.19755316,3897297.30301518
2007-05-31,Marketable,Treasury Bills,5.043,2007,3,2007,2,5,31,915489.621,3589.321,919078.942
2007-05-31,Marketable,Treasury Notes,4.369,2007,3,2007,2,5,31,2461180.4206,1796.98,2462977.4006
2007-05-31,Marketable,Treasury Bonds,7.518,2007,3,2007,2,5,31,547151.22505,105.4,547256.62505
2007-05-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.555,2007,3,2007,2,5,31,434820.06390298,139.91683865,434959.98074163
2007-05-31,Marketable,Federal Financing Bank,4.652,2007,3,2007,2,5,31,0.0,14000.0,14000.0
2007-05-31,Non-marketable,Domestic Series,7.941,2007,3,2007,2,5,31,29995.18,0.0,29995.18
2007-05-31,Non-marketable,Foreign Series,8.062,2007,3,2007,2,5,31,2985.64859,0.0,2985.64859
2007-05-31,Non-marketable,State and Local Government Series,4.267,2007,3,2007,2,5,31,300302.63663366,0.0,300302.63663366
2007-05-31,Non-marketable,United States Savings Securities,5.734,2007,3,2007,2,5,31,199168.44984638,0.0,199168.44984638
2007-05-31,Non-marketable,Government Account Series,5.177,2007,3,2007,2,5,31,83801.69894961,3828488.65403699,3912291.4429866
2007-06-30,Marketable,Treasury Bills,4.983,2007,3,2007,2,6,30,865667.584,3384.016,869051.6
2007-06-30,Marketable,Treasury Notes,4.38,2007,3,2007,2,6,30,2469083.3696,1892.387,2470975.7566
2007-06-30,Marketable,Treasury Bonds,7.518,2007,3,2007,2,6,30,547131.36895,123.893,547255.26195
2007-06-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.555,2007,3,2007,2,6,30,437687.67989758,130.914,437818.59389758
2007-06-30,Marketable,Federal Financing Bank,4.652,2007,3,2007,2,6,30,0.0,14000.0,14000.0
2007-06-30,Non-marketable,Domestic Series,7.941,2007,3,2007,2,6,30,29995.18,0.0,29995.18
2007-06-30,Non-marketable,Foreign Series,8.064,2007,3,2007,2,6,30,2985.64859,0.0,2985.64859
2007-06-30,Non-marketable,State and Local Government Series,4.28,2007,3,2007,2,6,30,301623.51264639,0.0,301623.51264639
2007-06-30,Non-marketable,United States Savings Securities,5.731,2007,3,2007,2,6,30,198647.79683797,0.0,198647.79683797
2007-06-30,Non-marketable,Government Account Series,5.184,2007,3,2007,2,6,30,84216.50699132,3905054.49446827,3989271.09145959
2007-07-31,Marketable,Treasury Bills,4.988,2007,4,2007,3,7,31,888746.66,3321.625,892068.285
2007-07-31,Marketable,Treasury Notes,4.397,2007,4,2007,3,7,31,2491975.4746,2084.099,2494059.5736
2007-07-31,Marketable,Treasury Bonds,7.518,2007,4,2007,3,7,31,547033.02195,220.555,547253.57695
2007-07-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.56,2007,4,2007,3,7,31,455907.13184825,132.73782929,456039.86967754
2007-07-31,Marketable,Federal Financing Bank,4.652,2007,4,2007,3,7,31,0.0,14000.0,14000.0
2007-07-31,Non-marketable,Domestic Series,7.941,2007,4,2007,3,7,31,29995.18,0.0,29995.18
2007-07-31,Non-marketable,Foreign Series,8.062,2007,4,2007,3,7,31,2985.64859,0.0,2985.64859
2007-07-31,Non-marketable,State and Local Government Series,4.284,2007,4,2007,3,7,31,297698.78286379,0.0,297698.78286379
2007-07-31,Non-marketable,United States Savings Securities,5.728,2007,4,2007,3,7,31,198094.03603638,0.0,198094.03603638
2007-07-31,Non-marketable,Government Account Series,5.146,2007,4,2007,3,7,31,85263.7829964,3908962.79503852,3994226.66803492
2007-08-31,Marketable,Treasury Bills,4.859,2007,4,2007,3,8,31,1010426.157,3640.638,1014066.795
2007-08-31,Marketable,Treasury Notes,4.41,2007,4,2007,3,8,31,2448153.4976,1887.67,2450041.1676
2007-08-31,Marketable,Treasury Bonds,7.457,2007,4,2007,3,8,31,560908.41945,190.238,561098.65745
2007-08-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.56,2007,4,2007,3,8,31,456857.58729298,135.02174687,456992.60903985
2007-08-31,Marketable,Federal Financing Bank,4.652,2007,4,2007,3,8,31,0.0,14000.0,14000.0
2007-08-31,Non-marketable,Domestic Series,7.941,2007,4,2007,3,8,31,29995.18,0.0,29995.18
2007-08-31,Non-marketable,Foreign Series,8.06,2007,4,2007,3,8,31,2985.64859,0.0,2985.64859
2007-08-31,Non-marketable,State and Local Government Series,4.289,2007,4,2007,3,8,31,296589.98305675,0.0,296589.98305675
2007-08-31,Non-marketable,United States Savings Securities,5.725,2007,4,2007,3,8,31,197426.15012508,0.0,197426.15012508
2007-08-31,Non-marketable,Government Account Series,5.141,2007,4,2007,3,8,31,87584.63114031,3888857.28403196,3976442.00517227
2007-09-30,Marketable,Treasury Bills,4.659,2007,4,2007,3,9,30,954607.112,3474.155,958081.267
2007-09-30,Marketable,Treasury Notes,4.414,2007,4,2007,3,9,30,2456099.9866,1938.664,2458038.6506
2007-09-30,Marketable,Treasury Bonds,7.457,2007,4,2007,3,9,30,560921.83845,176.312,561098.15045
2007-09-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.56,2007,4,2007,3,9,30,456776.09926422,139.780972,456915.88023622
2007-09-30,Marketable,Federal Financing Bank,4.652,2007,4,2007,3,9,30,0.0,14000.0,14000.0
2007-09-30,Non-marketable,Domestic Series,7.941,2007,4,2007,3,9,30,29995.18,0.0,29995.18
2007-09-30,Non-marketable,Foreign Series,8.061,2007,4,2007,3,9,30,2985.64859,0.0,2985.64859
2007-09-30,Non-marketable,State and Local Government Series,4.283,2007,4,2007,3,9,30,296513.38611043,0.0,296513.38611043
2007-09-30,Non-marketable,United States Savings Securities,5.723,2007,4,2007,3,9,30,197125.89136443,0.0,197125.89136443
2007-09-30,Non-marketable,Government Account Series,5.141,2007,4,2007,3,9,30,88152.54111511,3938618.75334157,4026772.38445668
2007-10-31,Marketable,Treasury Bills,4.512,2008,1,2007,4,10,31,934091.722,3981.0,938072.722
2007-10-31,Marketable,Treasury Notes,4.401,2008,1,2007,4,10,31,2480545.8316,1568.0,2482113.8316
2007-10-31,Marketable,Treasury Bonds,7.457,2008,1,2007,4,10,31,560936.60295,160.0,561097.60295
2007-10-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.546,2008,1,2007,4,10,31,469310.26496252,137.0,469446.26496252
2007-10-31,Marketable,Federal Financing Bank,4.652,2008,1,2007,4,10,31,0.0,14000.0,14000.0
2007-10-31,Non-marketable,Domestic Series,7.941,2008,1,2007,4,10,31,29995.18,0.0,29995.18
2007-10-31,Non-marketable,Foreign Series,8.059,2008,1,2007,4,10,31,2985.64859,0.0,2985.64859
2007-10-31,Non-marketable,State and Local Government Series,4.275,2008,1,2007,4,10,31,297300.41738951,0.0,297300.41738951
2007-10-31,Non-marketable,United States Savings Securities,5.721,2008,1,2007,4,10,31,196870.70411904,0.0,196870.70411904
2007-10-31,Non-marketable,Government Account Series,5.116,2008,1,2007,4,10,31,89212.98040671,3992162.10926531,4081375.17967202
2007-11-30,Marketable,Treasury Bills,4.21,2008,1,2007,4,11,30,1030925.336,4125.0,1035049.336
2007-11-30,Marketable,Treasury Bonds,7.361,2008,1,2007,4,11,30,558444.7229,97.0,558541.7229
2007-11-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.546,2008,1,2007,4,11,30,470480.56701584,187.0,470668.56701584
2007-11-30,Marketable,Federal Financing Bank,4.652,2008,1,2007,4,11,30,0.0,14000.0,14000.0
2007-11-30,Non-marketable,Domestic Series,7.941,2008,1,2007,4,11,30,29995.18,0.0,29995.18
2007-11-30,Non-marketable,Foreign Series,8.055,2008,1,2007,4,11,30,2985.64859,0.0,2985.64859
2007-11-30,Non-marketable,State and Local Government Series,4.265,2008,1,2007,4,11,30,296942.81080416,0.0,296942.81080416
2007-11-30,Non-marketable,United States Savings Securities,5.718,2008,1,2007,4,11,30,196649.32056168,0.0,196649.32056168
2007-11-30,Non-marketable,Government Account Series,5.074,2008,1,2007,4,11,30,90633.94768407,3983027.79372708,4073661.84541115
2007-11-30,Marketable,Treasury Notes,4.409,2008,1,2007,4,11,30,2463675.1706,1326.0,2465000.1706
2007-12-31,Marketable,Treasury Bills,3.917,2008,1,2007,4,12,31,999547.438,4327.234,1003874.672
2007-12-31,Marketable,Treasury Notes,4.392,2008,1,2007,4,12,31,2487367.5596,1119.111,2488486.6706
2007-12-31,Marketable,Treasury Bonds,7.361,2008,1,2007,4,12,31,558446.9119,90.923,558537.8349
2007-12-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.546,2008,1,2007,4,12,31,471430.35635562,255.76648408,471686.1228397
2007-12-31,Marketable,Federal Financing Bank,4.652,2008,1,2007,4,12,31,0.0,14000.0,14000.0
2007-12-31,Non-marketable,Domestic Series,7.941,2008,1,2007,4,12,31,29995.18,0.0,29995.18
2007-12-31,Non-marketable,Foreign Series,8.059,2008,1,2007,4,12,31,2985.64859,0.0,2985.64859
2007-12-31,Non-marketable,State and Local Government Series,4.258,2008,1,2007,4,12,31,293238.79697734,0.0,293238.79697734
2007-12-31,Non-marketable,United States Savings Securities,5.66,2008,1,2007,4,12,31,196452.37886223,0.0,196452.37886223
2007-12-31,Non-marketable,Government Account Series,5.004,2008,1,2007,4,12,31,91188.52815804,4073077.31777463,4164266.02293267
2008-01-31,Marketable,Treasury Bills,3.528,2008,2,2008,1,1,31,980012.492,4375.083,984387.575
2008-01-31,Marketable,Treasury Notes,4.359,2008,2,2008,1,1,31,2502767.3686,1181.739,2503949.1076
2008-01-31,Marketable,Treasury Bonds,7.361,2008,2,2008,1,1,31,558444.7474,92.031,558536.7784
2008-01-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.463,2008,2,2008,1,1,31,471867.77851991,144.81556179,472012.5940817
2008-01-31,Marketable,Federal Financing Bank,4.652,2008,2,2008,1,1,31,0.0,14000.0,14000.0
2008-01-31,Non-marketable,Domestic Series,7.941,2008,2,2008,1,1,31,29995.18,0.0,29995.18
2008-01-31,Non-marketable,Foreign Series,4.088,2008,2,2008,1,1,31,5885.64859,0.0,5885.64859
2008-01-31,Non-marketable,State and Local Government Series,4.252,2008,2,2008,1,1,31,286451.49579938,0.0,286451.49579938
2008-01-31,Non-marketable,United States Savings Securities,5.657,2008,2,2008,1,1,31,195689.6467654,0.0,195689.6467654
2008-01-31,Non-marketable,Government Account Series,5.004,2008,2,2008,1,1,31,95757.09803179,4085950.02891393,4181707.48594572
2008-02-29,Marketable,Treasury Bills,3.038,2008,2,2008,1,2,29,1120974.929,4417.854,1125392.783
2008-02-29,Marketable,Treasury Notes,4.328,2008,2,2008,1,2,29,2477293.2186,1073.518,2478366.7366
2008-02-29,Marketable,Treasury Bonds,7.294,2008,2,2008,1,2,29,571736.1924,94.208,571830.4004
2008-02-29,Marketable,Treasury Inflation-Protected Securities (TIPS),2.463,2008,2,2008,1,2,29,471679.64188922,117.706818,471797.34870722
2008-02-29,Marketable,Federal Financing Bank,4.652,2008,2,2008,1,2,29,0.0,14000.0,14000.0
2008-02-29,Non-marketable,Domestic Series,7.942,2008,2,2008,1,2,29,29995.18,0.0,29995.18
2008-02-29,Non-marketable,Foreign Series,4.383,2008,2,2008,1,2,29,5285.64859,0.0,5285.64859
2008-02-29,Non-marketable,State and Local Government Series,4.225,2008,2,2008,1,2,29,284920.7138143,0.0,284920.7138143
2008-02-29,Non-marketable,United States Savings Securities,5.656,2008,2,2008,1,2,29,195583.06525996,0.0,195583.06525996
2008-02-29,Non-marketable,Government Account Series,4.988,2008,2,2008,1,2,29,97087.77474867,4078544.24620402,4175632.48295269
2008-03-31,Marketable,Treasury Bills,2.553,2008,2,2008,1,3,31,1153878.756,4509.29,1158388.046
2008-03-31,Marketable,Treasury Notes,4.274,2008,2,2008,1,3,31,2513107.6606,979.439,2514087.0996
2008-03-31,Marketable,Treasury Bonds,7.294,2008,2,2008,1,3,31,571738.0504,91.549,571829.5994
2008-03-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.463,2008,2,2008,1,3,31,473940.07968977,116.216425,474056.29611477
2008-03-31,Marketable,Federal Financing Bank,4.652,2008,2,2008,1,3,31,0.0,14000.0,14000.0
2008-03-31,Non-marketable,Domestic Series,7.942,2008,2,2008,1,3,31,29995.18,0.0,29995.18
2008-03-31,Non-marketable,Foreign Series,4.67,2008,2,2008,1,3,31,4885.64859,0.0,4885.64859
2008-03-31,Non-marketable,State and Local Government Series,4.179,2008,2,2008,1,3,31,286344.42527827,0.0,286344.42527827
2008-03-31,Non-marketable,United States Savings Securities,5.654,2008,2,2008,1,3,31,195425.05761927,0.0,195425.05761927
2008-03-31,Non-marketable,Government Account Series,4.963,2008,2,2008,1,3,31,99903.31189434,4083781.94035448,4183685.34324882
2008-04-30,Marketable,Treasury Bills,2.262,2008,3,2008,2,4,30,1020681.4914,5034.764,1025716.2554
2008-04-30,Marketable,Treasury Notes,4.231,2008,3,2008,2,4,30,2539859.2959,885.894,2540745.1899
2008-04-30,Marketable,Treasury Bonds,7.294,2008,3,2008,2,4,30,571759.6929,69.229,571828.9219
2008-04-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.412,2008,3,2008,2,4,30,490175.21812772,96.342,490271.56012772
2008-04-30,Marketable,Federal Financing Bank,4.652,2008,3,2008,2,4,30,0.0,14000.0,14000.0
2008-04-30,Non-marketable,Domestic Series,7.942,2008,3,2008,2,4,30,29995.18,0.0,29995.18
2008-04-30,Non-marketable,Foreign Series,4.672,2008,3,2008,2,4,30,4885.64859,0.0,4885.64859
2008-04-30,Non-marketable,State and Local Government Series,4.129,2008,3,2008,2,4,30,286818.25390508,0.0,286818.25390508
2008-04-30,Non-marketable,United States Savings Securities,5.651,2008,3,2008,2,4,30,195326.50547567,0.0,195326.50547567
2008-04-30,Non-marketable,Government Account Series,4.955,2008,3,2008,2,4,30,100366.20220843,4113276.28148596,4213641.57469439
2008-05-31,Marketable,Treasury Bills,1.994,2008,3,2008,2,5,31,1114547.4436,4699.0,1119245.4436
2008-05-31,Marketable,Treasury Notes,4.235,2008,3,2008,2,5,31,2475730.4307,855.0,2476584.4307
2008-05-31,Marketable,Treasury Bonds,7.252,2008,3,2008,2,5,31,580983.2056,76.0,581059.2056
2008-05-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.412,2008,3,2008,2,5,31,494201.53659064,93.0,494294.53659064
2008-05-31,Marketable,Federal Financing Bank,4.652,2008,3,2008,2,5,31,0.0,14000.0,14000.0
2008-05-31,Non-marketable,Domestic Series,7.942,2008,3,2008,2,5,31,29995.18,0.0,29995.18
2008-05-31,Non-marketable,Foreign Series,6.954,2008,3,2008,2,5,31,3285.64859,0.0,3285.64859
2008-05-31,Non-marketable,State and Local Government Series,4.14,2008,3,2008,2,5,31,280017.24443756,0.0,280017.24443756
2008-05-31,Non-marketable,United States Savings Securities,5.648,2008,3,2008,2,5,31,195225.47677445,0.0,195225.47677445
2008-05-31,Non-marketable,Government Account Series,4.982,2008,3,2008,2,5,31,100447.80449358,4090376.59138284,4190825.48687642
2008-06-30,Marketable,Treasury Bills,1.94,2008,3,2008,2,6,30,1055696.8025,4760.0,1060456.8025
2008-06-30,Marketable,Treasury Notes,4.174,2008,3,2008,2,6,30,2542525.5796,916.0,2543441.5796
2008-06-30,Marketable,Treasury Bonds,7.252,2008,3,2008,2,6,30,580994.8716,64.0,581058.8716
2008-06-30,Marketable,Treasury Inflation-Protected Securities (TIPS),2.412,2008,3,2008,2,6,30,497355.34475108,113.0,497468.34475108
2008-06-30,Marketable,Federal Financing Bank,4.652,2008,3,2008,2,6,30,0.0,14000.0,14000.0
2008-06-30,Non-marketable,Domestic Series,7.942,2008,3,2008,2,6,30,29995.18,0.0,29995.18
2008-06-30,Non-marketable,Foreign Series,7.639,2008,3,2008,2,6,30,3085.64859,0.0,3085.64859
2008-06-30,Non-marketable,State and Local Government Series,4.157,2008,3,2008,2,6,30,275203.38958159,0.0,275203.38958159
2008-06-30,Non-marketable,United States Savings Securities,5.645,2008,3,2008,2,6,30,195002.54031188,0.0,195002.54031188
2008-06-30,Non-marketable,Government Account Series,4.871,2008,3,2008,2,6,30,100989.48898207,4187090.12961229,4288078.72959436
2008-07-31,Marketable,Treasury Bills,1.877,2008,4,2008,3,7,31,1130969.6874,4816.263,1135785.9504
2008-07-31,Marketable,Treasury Notes,4.14,2008,4,2008,3,7,31,2573863.0694,890.0089,2574753.0783
2008-07-31,Marketable,Treasury Bonds,7.252,2008,4,2008,3,7,31,580981.9603,75.8078,581057.7681
2008-07-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.393,2008,4,2008,3,7,31,516409.59073557,116.92952591,516526.52026148
2008-07-31,Marketable,Federal Financing Bank,4.652,2008,4,2008,3,7,31,0.0,14000.0,14000.0
2008-07-31,Non-marketable,Domestic Series,7.942,2008,4,2008,3,7,31,29995.18,0.0,29995.18
2008-07-31,Non-marketable,Foreign Series,8.061,2008,4,2008,3,7,31,2985.64859,0.0,2985.64859
2008-07-31,Non-marketable,State and Local Government Series,4.182,2008,4,2008,3,7,31,265533.61252317,0.0,265533.61252317
2008-07-31,Non-marketable,United States Savings Securities,2.982,2008,4,2008,3,7,31,194752.80139208,0.0,194752.80139208
2008-07-31,Non-marketable,Government Account Series,4.882,2008,4,2008,3,7,31,103836.0313582,4162199.44352019,4266034.78287839
2008-08-31,Marketable,Treasury Bills,1.887,2008,4,2008,3,8,31,1221987.348,5206.0,1227192.348
2008-08-31,Marketable,Treasury Notes,4.138,2008,4,2008,3,8,31,2555609.4783,829.0,2556438.4783
2008-08-31,Marketable,Treasury Bonds,7.095,2008,4,2008,3,8,31,582815.1345,59.0,582874.1345
2008-08-31,Marketable,Treasury Inflation-Protected Securities (TIPS),2.393,2008,4,2008,3,8,31,521274.02518525,111.0,521385.02518525
2008-08-31,Marketable,Federal Financing Bank,4.652,2008,4,2008,3,8,31,0.0,14000.0,14000.0
2008-08-31,Non-marketable,Domestic Series,7.942,2008,4,2008,3,8,31,29995.18,0.0,29995.18
2008-08-31,Non-marketable,Foreign Series,8.057,2008,4,2008,3,8,31,2985.64859,0.0,2985.64859
2008-08-31,Non-marketable,State and Local Government Series,4.165,2008,4,2008,3,8,31,261552.76137361,0.0,261552.76137361
